wlr1,wlr2,blr1,wpr1,wpr2,bpr1,wp1,wp2,bp1,wo1,wo2,bo1
0.22980193153430784,0.76647657613967,0.8139661426959538,0.877743724035134,0.26144115101510434,0.44033397149513287,0.16818005232584413,0.7629955516930313,0.2521724678016464,0.411527376752854,0.09823292478372994,1.2108051744801123
